,id,adult_males,subadult_males,adult_females,juveniles,pups,r_mean,g_mean,b_mean,r_std,g_std,b_std,r_max,g_max,b_max,r_min,g_min,b_min,r_kurtosis,g_kurtosis,b_kurtosis,r_skewness,g_skewness,b_skewness
467,467,1,4,0,2,0,130.97138302,137.841273912,142.127300613,35.0907972994,31.6525151717,29.9888837886,255,255,255,41,36,30,3.05130998383,3.31638168616,3.50121177443,1.80763305208,1.66832234238,1.46110768847
468,468,8,14,39,10,0,103.519874314,116.029393314,125.413901783,36.8565982621,30.8235984589,26.2902070428,255,255,255,1,1,1,4.16434527127,5.38057787544,6.68584284306,2.19300575248,2.2013560771,1.71788600678
469,469,0,2,8,7,0,79.0801666633,87.0415168241,93.1489649371,71.3808197159,72.6746596344,74.8702909655,246,247,249,1,4,1,-0.252537729072,-0.433334016756,-0.598128129674,1.16795430491,1.09547174202,0.986594134814
470,470,0,0,1,1,0,95.2067336324,99.467127856,100.331532551,55.3113977237,51.3109096879,47.2909069955,251,255,255,2,10,12,-1.11719544563,-0.851257056423,-0.106892194273,0.430201397095,0.462083723736,0.644126527694
471,471,4,2,7,4,0,133.571476799,156.032206549,149.628323935,52.0167680943,41.1069586676,42.3851686521,255,255,255,16,21,21,-0.0625528662514,0.403222475547,0.475758806566,1.10840494589,0.972975225652,1.17757877292
472,472,6,4,45,15,0,114.408245363,124.287914191,122.744644301,45.2104151621,43.2494247593,47.8793023315,255,255,255,1,6,1,0.396756242219,0.626222147813,-0.0906318933701,0.240199832099,-0.0542831786182,-0.0936702970008
473,473,2,0,19,57,0,88.4754615822,91.6008611085,90.1843980273,51.3034068975,49.674027758,50.1230231611,242,244,247,1,1,1,-0.139163163657,0.382713104334,0.863460935473,0.746071401527,0.939778447078,1.13517587688
474,474,1,2,7,26,0,130.055243289,132.497850839,135.162915234,13.7118901501,13.1879063458,13.281755998,255,255,255,29,30,15,18.4419284892,17.2328201611,15.3288009878,2.3435393134,1.47356230964,0.319469592697
475,475,3,6,61,85,0,135.780450389,143.076024623,143.222773071,37.6623256752,28.9886415494,26.7251557579,255,255,255,38,36,18,2.65397689861,3.48150153382,3.62667830988,1.4409434331,1.33137137386,0.913973019229
476,476,9,0,46,39,0,125.823200503,132.411126648,135.090017576,26.8465551924,23.3147710216,20.7950682711,255,255,255,45,47,41,10.0114090651,11.2685692256,12.4616770435,3.17617097318,3.09180049975,2.73306168689
477,477,9,5,50,16,14,127.221853379,130.096313906,123.632153252,33.1418721574,33.0827620394,30.8097370941,255,255,255,12,18,20,0.710764977459,0.745435809289,0.910432563049,0.16964943399,-0.168369109384,-0.175232391155
478,478,8,9,49,13,44,123.458490195,128.707534979,131.231653572,20.0950379816,18.3537998237,20.3543671079,255,255,255,23,28,31,8.78468599528,7.18148717995,4.32407064443,1.70400106502,-0.31175009273,-1.4489980202
479,479,5,5,0,0,0,152.094949495,151.148271057,151.588366801,53.7369114866,55.6531453085,55.1611518427,255,255,255,49,47,42,-0.643810927401,-0.735719960077,-0.694816960918,0.865053132739,0.797253986924,0.769702675948
480,480,3,2,30,9,1,113.268456833,116.66176771,118.469046579,31.0844613453,28.3252980601,22.4637176559,255,255,255,22,27,25,3.92858622939,4.30097617237,5.83727730302,2.09040000381,2.10172366577,1.84133736207
481,481,3,2,4,45,0,134.627454437,136.178337265,135.730002517,31.0550112483,27.0869132685,25.4798055343,255,255,255,39,42,36,4.63264579133,5.87680737137,5.36659316878,2.01344280534,1.96533028488,0.96650879881
482,482,7,1,44,7,33,106.238015481,109.718361082,94.4191135753,36.718093251,32.8515714655,38.4279480643,251,255,255,8,11,3,-0.166967348216,0.291378067753,-0.109185362288,0.58938917876,0.473463560096,0.737282071529
483,483,1,3,3,31,0,136.608785434,137.090604904,134.025871467,31.14361414,31.2115488547,33.8009149284,255,255,255,38,41,12,3.43419886707,3.66946250317,3.02025594503,1.75147228681,1.47594646781,1.0551195502
484,484,6,40,0,5,0,147.373608425,146.286425036,146.031830478,61.8111430361,63.9748340384,64.2731683915,255,255,255,30,32,31,-1.04455513908,-1.10641965229,-1.08988511421,0.652751149614,0.61597053915,0.616179693995
485,485,10,6,45,35,0,129.049426884,132.354371115,129.613302622,64.501535138,59.6218395318,57.7399761586,255,255,255,6,10,1,-1.05246853408,-0.928465611764,-0.727100953975,0.143574709138,0.260755673832,0.515279171855
486,486,3,2,0,1,1,92.1769705547,110.379713996,126.137631401,48.8570242627,39.8682786309,32.4362354645,255,255,255,14,13,19,1.16616520405,1.8688388574,2.91915443025,1.45269598851,1.51954623172,1.29018709666
487,487,3,1,0,0,0,125.255748529,126.09607932,124.905336165,28.20140122,26.3967466206,26.640798083,255,255,255,14,18,16,3.51263446976,3.27570161197,2.85498590068,1.54639558551,1.07519960692,0.385911260084
488,488,6,11,145,78,0,134.930933783,146.300666869,125.242922407,38.7720491832,41.1251753191,53.2784176516,255,255,255,7,17,1,0.692326095212,-0.180917835626,-1.27674461814,-0.223829846782,-0.656410476656,-0.0950074493801
489,489,2,0,2,16,0,145.579149763,148.987627911,146.977682032,40.1117002618,38.9067631364,41.5096059895,255,255,255,14,26,12,0.882621836409,1.04278831615,0.811967871014,1.06218935007,1.052361307,0.768857247212
490,490,6,5,14,4,0,63.6971613801,67.1760250666,60.6571499875,52.699953975,51.0782766911,53.2462256616,248,248,250,1,1,1,-0.209124318013,-0.037588345545,0.244747254545,0.884701446673,0.938972135504,1.11722363584
491,491,0,1,9,4,0,109.334011218,122.448395788,133.514085264,93.5707258291,84.519088685,76.7022611197,255,255,255,10,21,25,-1.50879385555,-1.48196164504,-1.42919190188,0.562696130053,0.574792296047,0.588654670852
492,492,2,2,9,21,1,143.011426774,146.684049484,148.417108474,42.9768302955,39.0195287979,35.2308846106,255,255,255,33,31,14,0.8695900245,1.11680057644,1.66675015081,1.35769956141,1.22219835547,1.05415951532
493,493,0,21,0,65,0,118.747946721,120.900015887,120.502409064,42.638151507,40.7537164625,41.2805598886,255,255,255,22,24,26,1.28768818829,2.28271064334,2.67798380537,1.31485698505,1.51424629799,1.53164631286
494,494,24,44,72,19,53,95.8123147341,96.1983957015,95.1225668636,57.6306792476,54.739708224,53.1337612697,255,255,255,1,2,2,-0.662231293636,-0.556958743527,-0.385564660057,0.450722515467,0.529195548186,0.655336473271
495,495,5,0,20,2,20,129.860605425,131.020773778,132.399775634,20.9630545038,18.5270947273,16.4023772867,247,255,255,74,76,80,0.83988037912,1.35626004544,2.34701124412,0.545405636546,0.429000485287,0.136484194642
496,496,0,2,5,0,4,131.46527728,141.034797889,145.784974264,38.7320408841,30.5271384511,25.72980816,255,255,255,70,93,95,-1.21882439845,-0.925674424652,-0.467289280999,0.473755713733,0.509527338247,0.745677412206
497,497,1,2,0,0,0,108.95416595,116.376968753,121.148108086,50.1699111157,52.0109299362,54.071647453,253,254,255,16,17,17,0.175690511314,-0.193748016968,-0.438885449895,1.05827702055,0.895570150016,0.691911652554
498,498,0,1,1,19,0,138.127619296,140.447971755,139.913972787,34.6988590269,33.8071494622,33.9290849818,255,255,255,29,33,16,1.15437471177,1.41596757222,1.33154493314,0.743028607872,0.338893157982,0.00597389762458
499,499,3,3,2,0,0,121.483120798,122.059279553,105.87870056,40.9194358256,38.2465784315,36.9275666908,227,221,229,6,11,11,0.0879980378005,0.40825771262,0.0035601499098,-0.616127392778,-0.794100553589,-0.000353457773777
500,500,4,5,0,2,0,108.139878775,121.586558774,129.769320077,62.2879148112,54.7272198462,49.5103274586,255,255,255,23,20,7,-0.104188982746,0.158166655794,0.449349784427,1.06439803598,1.15470216037,1.22542322785
501,501,2,0,2,3,0,104.475893446,118.033836481,119.886001774,62.7477844338,53.5965099116,52.1789452672,255,255,255,19,18,12,-0.00114911994855,0.533823600298,0.629825412685,1.1342539333,1.30280945272,1.34932117749
502,502,6,3,59,32,0,106.826763174,111.801254245,111.760952844,42.303849781,37.7877300758,34.9400354785,255,255,255,11,14,15,0.850927265212,1.68144391222,2.86678054642,1.13172836779,1.21197156778,1.33403480736
503,503,0,5,6,31,0,129.094484258,129.348721591,125.965879847,57.4592136102,56.5465658837,58.2615100413,255,255,255,11,16,12,-0.5714675414,-0.272593137576,-0.187630697653,0.590009572206,0.7237576314,0.808606087458
504,504,2,0,0,3,0,139.042174073,140.626322995,138.968726121,41.4270095153,42.6704235259,44.112857013,255,255,255,10,24,25,0.778084046751,0.604642026676,0.595820534301,0.960499712833,0.613431448698,0.423098932127
505,505,1,9,0,42,0,128.471974643,133.395751861,135.795138437,41.54791976,37.3797499567,33.9745340881,255,255,255,27,27,21,2.01683149747,2.27636568746,2.98091192462,1.65896224637,1.60774255933,1.64001573761
506,506,0,0,9,21,0,79.4078712256,85.5872653143,86.2726778542,52.7020352772,49.4926186034,47.6517941695,255,255,255,5,10,6,2.17760379399,2.36836347956,2.85919034552,1.79348816237,1.77098536401,1.80967854523
507,507,8,6,27,47,0,91.8247378568,113.34129753,127.541955296,49.4968992579,40.9279962266,36.0210174044,255,255,255,13,25,30,2.42070728079,2.72201386643,2.63242430369,1.76896209175,1.58523775945,1.12123414871
508,508,0,0,4,1,0,127.468254571,132.93461122,131.95536654,36.1494460964,29.0650536451,25.2997026444,255,254,255,38,41,32,-1.20577344715,-1.05817063968,-0.567204247355,0.394041507532,0.370023630639,0.384450192058
509,509,23,11,87,63,44,97.9034051382,105.407853327,107.233182461,75.2800675492,67.0100900822,62.3544240163,255,255,255,1,4,5,-1.00352874831,-0.868462366907,-0.633808811536,0.653500686222,0.72229854599,0.832492256265
510,510,2,1,0,0,0,122.175696111,122.004627319,120.415101948,66.0047573383,65.4410164658,66.3842910645,255,255,255,7,9,6,-1.12802369292,-1.02112655216,-0.951822086327,0.378653786575,0.456799775854,0.524022709924
511,511,3,4,16,27,0,125.197713084,125.753594607,122.698496381,25.6416885506,26.2151465055,28.6656916029,255,255,255,43,46,42,2.77203218307,3.27536382192,2.97500833191,1.14405886041,1.20198424685,1.19602605067
512,512,1,4,0,0,0,147.461579415,148.800989527,149.353167507,26.9390360873,23.4901845384,21.1370107947,255,255,255,80,74,72,-0.0224669388341,0.318708227016,0.838505789399,1.00951748111,1.06597943761,1.21590575393
513,513,7,0,8,2,7,100.446075034,100.091644719,100.532744181,33.396893813,34.2847636621,31.8652279198,255,255,255,26,30,33,0.825533429956,0.555520477704,1.30713510633,0.980859129007,0.921521017437,1.09726268196
514,514,6,3,260,109,0,107.529862259,107.899795963,107.857248394,34.8395693698,33.1212131441,32.502435741,255,255,255,32,30,23,6.59225921765,7.52204449569,7.99993347821,2.56096711491,2.57432563024,2.54014616587
515,515,0,8,2,1,0,114.318430696,117.843231406,119.236818287,65.1335160831,65.5896305844,65.4093682435,255,255,255,8,11,13,-0.643081375925,-0.677460736638,-0.636100208049,0.809170199562,0.747473000048,0.751715934742
516,516,17,6,93,14,61,125.103124274,123.182713757,115.334611658,80.2421206433,73.3912814477,67.1590487361,255,255,255,1,1,1,-1.47724042684,-1.40743890834,-1.17128426847,-0.138209289513,-0.0207544588927,0.271265979499
517,517,2,1,4,0,0,139.885715143,143.988834641,144.186446104,34.0950857629,31.3420186015,29.071111422,255,255,255,52,59,52,0.139106297467,0.331945087188,0.85651301416,1.18343171805,1.21418786134,1.27161349321
518,518,4,7,59,31,0,79.7612789746,109.303079244,117.118650191,54.6146843288,42.5371742417,38.6691973099,255,255,255,24,37,46,2.25471728343,3.04715907901,3.58233049081,1.82229673846,1.97541821044,2.08709058279
519,519,6,3,44,17,13,23.9330274951,39.348162867,43.8419421383,34.5957698315,30.6984039787,28.8823930101,253,254,255,1,3,4,12.0574976982,13.3428916982,14.7010200356,3.46013401684,3.5408554426,3.65338789823
520,520,6,2,21,0,0,127.225557133,135.430107978,125.045725209,33.2584693316,27.5648428357,33.148160168,255,255,255,32,37,24,0.662904475356,1.17708995615,0.185458932353,1.17178142701,1.09940780724,0.201199028398
521,521,1,0,7,5,0,84.2467366472,93.0524160277,97.7067879495,68.6026516925,61.8889770194,58.6303309309,255,255,255,1,9,3,-0.114655047221,0.38132921473,0.701069244656,1.04330335824,1.24684241454,1.34684825311
522,522,5,3,67,43,5,121.009460166,126.234804842,126.867561386,28.407188408,26.237739313,27.2760280251,255,255,255,27,22,6,4.28175304541,4.80158184671,4.31820406149,1.63733858678,0.16335750455,-0.278786193174
523,523,16,4,64,13,16,175.590142504,172.598958364,170.121292626,63.4132101397,67.2280840465,70.2437592571,255,255,255,14,15,11,-0.920910948065,-1.08720854941,-1.19572352284,-0.539897539558,-0.460888166895,-0.400809261659
524,524,5,4,1,1,0,111.183791937,114.183313534,117.510620075,56.3977166165,57.6919912329,57.7603504696,255,255,255,8,7,11,-0.0795436898301,0.048876853653,0.131668107175,0.828420679643,0.873692466459,0.91538965937
525,525,3,0,9,35,0,135.561087412,135.86130156,135.356976263,21.1187845201,20.2880252036,21.563111302,255,255,255,19,15,1,5.04691981019,5.87277778432,5.4752683126,-0.0760361493322,-0.830917924546,-1.31944180192
526,526,4,10,20,19,13,119.568115073,121.436168232,122.537841807,58.0704163383,57.7281357096,58.0861758235,255,255,255,9,14,8,-0.2213809701,-0.0888137486266,-0.0440644636867,0.867746628741,0.939617554128,0.936375713765
527,527,2,0,29,6,1,125.366557236,136.922594097,145.25012605,23.9888816552,21.2321962519,19.9105065274,255,255,255,17,25,28,13.5797381626,14.6435249713,14.5141397109,3.3506749793,3.1263126863,2.24561864621
528,528,8,0,30,4,24,111.580751286,122.435626387,126.777290749,20.8030155396,16.1534782937,15.6281766459,254,255,255,57,51,48,10.2320771371,14.207692379,15.98704624,2.97340283855,2.84230234846,2.97404833199
529,529,5,3,16,31,0,129.602903685,132.453722683,130.928575182,39.2270835287,34.5469541764,30.1707054065,255,255,255,16,22,24,-1.01210728791,-0.863003652729,-0.24970409167,-0.157718520095,-0.08509793716,0.458249856842
530,530,3,1,24,16,0,129.923958768,130.516848882,121.936437344,25.096479282,22.835782692,31.4045730441,255,255,255,26,27,3,2.51323866263,2.99087644054,1.32003319305,0.391385880784,0.18740477605,-0.746154756162
531,531,0,9,5,6,0,123.56938609,137.238686168,128.855515449,51.6914022452,41.7780194461,34.3371053094,255,255,255,28,37,21,0.700499431208,1.21463775928,3.49812998777,1.38159511444,1.19396374808,0.939036530593
532,532,2,0,0,0,0,111.056693129,113.756534363,107.740749953,33.1654434723,29.8563708232,28.5067285864,244,245,249,8,14,13,-0.17858637408,0.479330131457,0.377553229031,-0.39996684844,-0.61952277476,-0.169499284416
533,533,2,2,0,2,0,32.1221997866,44.4969178425,47.5283542809,40.8775476752,36.6015258657,34.7297901555,255,255,255,1,4,1,4.77645572998,5.71348165335,6.66165901697,2.28418288463,2.40380534515,2.52519360961
534,534,0,1,0,0,0,132.113355898,134.991647113,134.155827163,41.4032079199,39.810667502,40.5461631258,255,255,255,46,48,45,1.38265838223,1.84105531678,1.855787343,1.46437546767,1.60198987287,1.50537564498
535,535,7,0,81,36,7,90.2785550266,94.3524766209,93.9147463634,63.6405476432,59.5822293476,57.202851736,255,255,255,1,5,2,-1.10631604034,-0.953863848032,-0.794299583821,0.292626193414,0.336649476915,0.407486116369
536,536,15,1,52,4,44,120.91008351,125.246756248,124.000803705,30.1915424959,23.9990059647,23.2170223812,250,250,250,36,34,35,-0.140713713793,1.14301443079,1.60984906366,0.755649970822,0.842211230748,0.92055825945
537,537,1,4,2,8,0,115.636947867,116.897591022,112.068115563,24.1624798642,24.379696022,27.1802889952,255,255,255,41,46,24,8.73503534943,7.56378178934,6.05029515304,2.4927228165,2.20827789336,1.30780336328
538,538,10,3,162,9,115,120.53977915,120.967212428,120.862518779,58.4356363046,57.4430676824,56.9155253639,255,255,255,24,27,25,-0.220929559633,0.0131328828591,0.184790690035,1.04153078081,1.13127916705,1.18929790953
539,539,2,5,0,0,0,138.517139187,148.19199911,151.754269418,73.0033199071,63.8739312307,53.6795071467,255,255,255,25,44,49,-1.42553182377,-1.39786289999,-0.990041632047,0.445196918206,0.486103674271,0.68080191374
540,540,22,21,40,11,1,128.949761903,136.156178749,134.783773292,32.228673375,35.7344300235,36.1402282522,255,255,255,15,14,12,3.32781139941,1.3373037762,1.36345333307,0.995274227051,-0.12207897554,-0.132403002916
541,541,4,1,12,2,0,82.3524240517,91.9510651582,95.2821273556,50.107332693,43.425661712,41.1560045261,255,255,255,13,13,11,2.57251847617,3.80741124163,4.39434855482,1.72362121761,1.97874507554,2.06119303691
542,542,3,2,0,0,0,72.3088648704,77.7950346801,79.6815984008,57.1944644982,53.2006804583,49.5999006173,255,255,255,1,2,2,-0.314962594316,0.0012615841994,0.795726013694,0.783960199429,0.891678492735,1.14047220438
543,543,4,2,0,6,0,135.825158908,139.827683928,142.870819768,51.402420367,47.0627374697,41.7951423545,255,255,255,14,17,5,-0.207205683926,0.0708528227937,0.408762028533,0.67248944273,0.509606592365,0.268538799493
544,544,4,5,8,2,0,105.194521561,108.850221739,106.610188393,46.8322139452,43.71941841,41.0803205647,255,255,255,2,9,4,-0.395618763971,-0.274714986809,0.169022430012,0.225846886686,0.238896192937,0.395748834046
545,545,3,14,36,21,0,98.8367214035,103.143063215,103.632478162,89.2172414057,86.4312545964,86.7797578866,255,255,255,1,4,2,-1.27071387118,-1.27104922104,-1.26995724607,0.600554664917,0.616748508013,0.632394825566
546,546,3,1,16,47,0,118.316436291,119.203110235,119.270311298,24.0823964404,21.103519925,20.2394271884,255,255,255,29,25,24,13.9695908034,16.299485687,17.9101291072,3.54743633862,3.52431130564,3.50448447311
547,547,2,2,18,34,0,94.9468416425,98.5535546671,97.4097046015,52.9946341884,51.5126556291,51.8922853221,255,255,255,2,7,5,0.931489710539,1.41394414566,1.74600004703,1.25867586237,1.38642926055,1.47245599515
548,548,3,0,5,4,0,63.3781225116,69.5223795119,69.7351425929,58.3608028558,55.9625459508,53.5387892631,251,252,254,1,3,2,-0.387093508006,-0.3681889566,-0.0855174634495,0.843838939215,0.826226140988,0.92011757015
549,549,1,4,31,0,0,116.865039079,125.913999552,131.277490595,27.7885992223,24.3253204338,23.10959614,255,255,255,39,37,32,8.06901210284,9.73037260904,10.037789291,2.58956908495,2.59014706373,2.13246365534
550,550,2,0,11,14,0,126.219107025,128.89799266,127.773475058,38.9731395,39.2154586374,39.2498801168,255,255,255,17,21,15,2.75228481483,2.83116543577,2.9516840388,1.74576539878,1.4955805284,1.19410441791
551,551,1,0,13,13,0,70.8188327676,74.223710999,74.5385602824,54.5559233988,52.3895547363,51.9730340049,245,253,255,4,6,5,-0.168469192233,-0.0660001685815,0.0418394881156,1.06936129196,1.07164743438,1.09255635621
552,552,2,3,52,45,0,76.7448401559,89.5724196081,99.2522237367,40.91416277,38.6730800889,34.7991752712,255,255,255,19,23,28,5.0552234137,4.14219671987,4.40315345322,2.16227944918,1.91277417668,1.87200356164
553,553,6,3,3,1,0,119.763164413,122.558426353,118.002938015,56.6060805382,54.6078033156,52.0548288881,255,255,255,8,11,8,-0.897743337685,-0.839805447002,-0.339759546461,0.268324403732,0.262364635263,0.635511132478
554,554,2,9,9,1,1,94.9783162366,108.722105613,112.040944446,77.1991214509,66.185920842,62.8773988546,255,255,255,1,16,12,-0.895008091155,-0.647276910978,-0.494066113192,0.798876452369,0.913042060056,0.964424636843
555,555,5,3,20,28,0,118.784374889,141.130254616,129.526187094,26.7316838784,28.3621466215,38.6244893962,255,255,255,8,13,2,5.61930060619,3.34875933893,1.2853147189,0.418927080597,-1.36465168553,-1.2249745781
556,556,13,17,133,32,102,89.6859111167,92.20219694,90.7154864896,42.6770896327,39.3356170746,39.2377720823,245,245,250,24,29,23,-0.673724903022,-0.445735026558,-0.282630087343,0.742654335322,0.81977746765,0.805848772756
557,557,0,3,0,3,0,149.71507288,157.921108256,150.169889227,40.5720604988,38.6315510343,26.9438642566,255,255,255,31,42,47,-0.386116436915,-0.631036188162,0.825879188174,0.633531007228,0.378477285146,0.488453585933
558,558,14,3,87,21,39,124.607101779,134.848543974,139.449229625,49.7536724778,40.4168321935,33.3622038054,255,255,255,47,51,51,0.139668143426,0.824638193841,1.89828452471,1.16856394082,1.35099002275,1.56047467689
559,559,2,2,29,41,0,110.516457719,112.69271139,114.195748773,33.31329134,29.9970027521,26.9253595791,255,255,255,15,23,12,7.27120302558,7.99887135306,9.0349387706,2.77278610639,2.71145738049,2.64534534999
560,560,1,2,0,38,0,130.967240483,130.745923438,130.513397588,24.5863760995,26.2627218168,26.9161525706,255,255,255,26,21,12,10.9945101943,9.10162850232,8.45904940539,2.75889896163,1.9818066626,1.3354750822
561,561,3,0,33,42,0,113.415858715,117.139283763,117.693272496,30.1114336055,27.6163272104,25.2581246581,255,255,255,24,28,25,3.8794938119,4.25101562682,4.51441887132,1.85035145193,1.66171350491,1.15116084452
562,562,3,4,31,68,0,121.616455171,130.599478734,135.310767703,22.4135342016,18.437256224,15.4164752234,255,255,255,62,64,61,7.9579598466,8.78707192627,12.0811038345,2.59513559081,2.56436988248,2.78093150876
563,563,6,5,68,6,88,130.492972786,140.588033828,143.751387533,43.7073870117,34.7605789214,30.6782054549,255,255,255,63,84,86,-1.1831265691,-1.09114670955,-0.908411506176,0.560116533239,0.522617519956,0.729160953095
564,564,1,0,0,0,0,16.6396063524,30.8412360879,37.2607899157,16.1762376202,14.923902191,13.9780032153,244,249,252,1,6,4,59.5012462161,54.7280174227,52.8665913605,7.1418380457,6.45299668288,6.06288298142
565,565,0,0,6,8,0,96.4073267776,104.55813965,110.734044233,32.7174512401,31.7612789771,31.4211199412,255,255,255,19,23,21,6.5044687503,6.00187604788,5.57072420871,2.44109509337,2.25292411635,2.08324953522
566,566,2,2,0,0,0,41.9490389018,50.1446435627,55.2433533713,54.2306186476,52.4261902546,51.5931090731,255,255,255,1,3,2,3.86827904359,4.44558638289,4.81389547873,2.13938455459,2.27244128094,2.3569583441
567,567,5,3,66,30,1,126.658697153,137.33557562,144.555189591,37.2651619505,34.0885558557,33.0975364232,255,255,255,32,30,28,3.51102079289,3.71921116098,3.66453758589,1.93780799997,1.67667995156,1.29464372972
568,568,4,0,9,19,2,107.454705993,108.766847125,106.027597989,40.0713303615,39.9624401491,40.2879503652,255,255,255,13,13,13,0.406851011326,0.553114756327,0.895215213584,0.899575375986,0.735011225316,0.707361226821
569,569,19,9,113,24,105,145.155897284,145.639983372,145.998699679,53.1481204286,53.5745461591,53.6255637255,255,255,255,17,19,20,-0.711426297123,-0.675044953879,-0.592235244028,0.57744347566,0.56841193378,0.572895165264
570,570,2,3,0,0,0,90.0034299272,95.6467821635,95.882274732,57.7791196215,51.8758200322,48.432122606,255,255,255,1,3,2,-1.3324004158,-1.09599044682,-0.695820081171,0.108552682204,0.180680568896,0.413706291055
571,571,3,0,30,13,0,130.144726747,133.064730175,129.945528083,55.0979524103,51.586719482,50.3879602257,255,255,255,3,12,9,-1.17597751414,-0.997571070936,-0.667843733634,0.327742725409,0.430194226131,0.661581859395
572,572,0,0,11,9,0,80.5843262699,89.1536074016,97.7744863124,28.8650027805,29.7429694421,30.0134530883,235,239,242,38,45,52,7.3582518999,6.17974867317,5.65253351844,2.63873005984,2.4694329435,2.37930202643
573,573,2,5,0,0,0,66.1000148346,76.1954958608,80.1176011075,55.4233214777,49.667998189,43.6669303319,255,255,255,2,4,1,0.470442528748,0.662292708545,1.81313073747,1.19946845071,1.18933143333,1.38576484827
574,574,4,4,22,9,7,120.602173013,121.460128264,116.32478089,28.9419445656,28.0380332153,33.9271560382,255,255,255,38,33,33,1.11992292507,1.35301764159,0.943305406125,0.777595914198,0.863214872159,0.47834295029
575,575,2,1,19,3,0,40.7018904877,52.7008101969,53.700978553,43.713013746,40.0590549932,39.3703590688,255,255,255,1,2,1,4.8758887757,5.16110713516,5.33101316945,2.23028908465,2.24557716643,2.26323391542
576,576,3,12,24,24,0,128.344669173,134.652331244,135.761239188,68.3612661132,63.0813654272,61.0764991086,255,255,255,13,15,18,-1.10059861558,-0.899147593118,-0.718100646493,0.693199960519,0.732656668602,0.783846827471
577,577,3,1,117,97,0,141.225938277,142.777976687,138.799698248,38.0022270938,37.9351468787,39.8993802469,255,255,255,23,30,31,1.03681602025,1.22528897886,1.10242975986,0.736499039857,0.797289013569,1.04725591844
578,578,6,3,26,0,16,99.5850010521,103.429597749,100.270581526,48.6749038362,47.4809751447,48.3164103789,255,255,255,3,10,4,0.0101268272538,0.277193238291,0.669965079455,0.758101255854,0.750527236455,0.976032266405
579,579,0,0,24,33,0,103.457376266,107.480792724,107.418686843,50.9783839792,49.5005774201,48.9503879178,255,255,255,10,15,12,1.2363120101,1.37620394006,1.63030836455,1.35351874891,1.23672601157,1.21042333153
580,580,3,5,0,0,0,88.4053629101,93.8847802644,94.4406483512,51.375711789,47.9090100489,45.5253945636,255,255,255,9,11,8,0.403685548456,0.791816215414,1.52520400199,1.06565517736,1.15702210831,1.33185111319
581,581,21,10,130,15,16,114.840493581,121.484485724,123.996628037,51.1276925859,45.9027197834,40.6575178617,255,255,255,24,29,30,-0.269421518214,0.0306330566332,0.835097383829,0.760977623209,0.848917381573,1.11237899868
582,582,1,4,0,0,0,74.9979103785,88.895638307,93.6453976585,62.5234622939,54.6816022471,51.9813666502,255,255,255,1,10,9,0.937976740169,1.58819535958,1.85436507859,1.43416991297,1.61834144539,1.67637162458
583,583,2,2,3,1,0,102.983614114,119.990601675,131.232405063,33.631756318,31.0244711806,27.7460356486,255,255,255,29,41,41,5.69123277211,4.26827287216,4.10920014891,2.20174944512,1.75502034381,1.47458424707
584,584,7,0,4,0,3,146.483314866,147.150285315,145.916155861,28.4504784731,25.2564417048,24.0031738743,255,255,255,76,79,83,-0.609930613228,-0.276306423822,0.421528408187,0.436703265637,0.46859053079,0.698916511209
585,585,2,4,5,20,0,131.757930986,131.857544012,130.971051756,27.7102556086,25.7396100273,24.2615802596,255,255,255,11,18,15,6.18412330579,5.76434786861,5.10208752712,0.824466471383,-0.0419083414104,-1.07093097941
586,586,3,0,1,5,1,163.495819821,156.335322211,141.478074705,34.3718167622,34.9965982819,26.8044436139,255,255,255,55,53,39,-0.841338146831,-1.09130044042,-0.36323168296,0.292308284504,0.105869213927,0.276237450033
587,587,31,14,200,77,274,101.190511752,101.977499829,102.074570029,49.8977370396,46.6902955746,43.8965912089,255,255,255,3,7,1,-0.727488072054,-0.496748814351,0.0520451235197,0.586259544296,0.597818935504,0.699871010632
588,588,5,31,13,11,0,130.215145161,131.825094805,129.759427431,70.457917591,67.9847385094,68.20355278,255,255,255,3,13,13,-1.03841055166,-1.02242929782,-1.03739574505,0.0371233315576,0.189627802643,0.333699059663
589,589,1,1,21,30,0,114.546127447,118.016161127,118.296622389,44.7942972514,42.4929442595,39.6486490693,253,253,255,15,16,13,0.146600980637,0.410842532041,1.25479898566,0.959319146951,0.968554834398,1.18137939367
590,590,47,16,322,41,300,114.736653186,117.725468902,118.478279706,32.0428411665,24.986309861,23.5356990794,255,255,255,19,25,22,2.0388068358,3.71439341735,3.15492224144,1.33520801465,0.792658309548,-0.329044472766
591,591,22,14,134,116,43,102.640214224,115.323577227,119.22063384,74.6418213578,63.7099767071,59.532722836,255,255,255,2,15,1,-0.922276780413,-0.622075072738,-0.424065169701,0.761667002257,0.897031996209,0.97013037647
592,592,1,1,0,0,0,133.660200743,143.136141938,149.560059977,22.2403292304,18.8216561136,17.578966455,255,255,255,34,33,36,7.43515373752,9.00722552416,10.6390173129,2.0649594711,1.05771651288,-0.319566932682
593,593,1,2,32,5,0,80.4890273544,85.9894944708,87.4742685901,80.1325085659,76.3761387588,75.0560093922,255,255,255,1,5,3,-0.553112870632,-0.384325814957,-0.239622932074,0.903786843494,0.991319025346,1.07371468689
